Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Dr. Seuss' The Cat in the Hat,PS2,2003,Misc,Vivendi Games,0.27,0.21,0,0.07,56,6,6.5,8,Magenta Software,E
Barbie Groovy Games,GBA,2002,Misc,Universal Interactive,0.4,0.15,0,0.01,47,5,7,4,Digital Illusions,E
Wolfenstein,X360,2009,Shooter,Activision,0.28,0.22,0,0.06,72,66,7.5,128,"id Software, Raven Software",M
Yu-Gi-Oh! Reshef of Destruction,GBA,2003,Strategy,Konami Digital Entertainment,0.4,0.15,0,0.01,,,,,,
Blinx: The Time Sweeper,XB,2002,Platform,Microsoft Game Studios,0.39,0.15,0,0.02,71,36,8,41,Artoon,E
ESPN NFL Football,PS2,2003,Sports,Sega,0.27,0.21,0,0.07,91,20,8.5,25,Visual Concepts,E
Fatal Fury Special,SNES,1994,Fighting,Takara,0,0,0.56,0,,,,,,
Major League Baseball 2K5,XB,2005,Sports,Take-Two Interactive,0.52,0.02,0,0.02,81,25,8.2,17,Kush Games,E
Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,0.33,0.16,0.02,0.05,72,19,5.8,4,"Tetris Online, Inc",E
DS Bimoji Training,DS,2008,Misc,Nintendo,0,0,0.56,0,,,,,,
Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,0.21,0.17,0.09,0.08,83,73,8.5,625,SCE Japan Studio,T
Quantum Break,XOne,2016,Action,Microsoft Game Studios,0.3,0.2,0.01,0.05,77,106,6.8,1659,Remedy Entertainment,M
Archer Maclean's Mercury,PSP,2005,Puzzle,Ignition Entertainment,0.17,0.24,0,0.14,75,39,6.6,21,Awesome Studios,E
TMNT,X360,2007,Action,Ubisoft,0.48,0.03,0,0.05,58,31,6.3,32,Ubisoft Montreal,E10+
Middle-Earth: Shadow of Mordor,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.26,0.01,0.09,,,3.4,100,Behaviour Interactive,M
Soldier of Fortune: Gold Edition,PS2,2001,Shooter,Codemasters,0.27,0.21,0,0.07,59,14,6.8,17,Pipe Dream Interactive,M
FIFA 15,Wii,2014,Sports,Electronic Arts,0.15,0.37,0,0.04,,,4.3,12,EA Sports,E
Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,77,41,7.5,80,Bullets,E10+
Frontlines: Fuel of War,X360,2008,Shooter,THQ,0.34,0.15,0.01,0.05,75,55,7.8,77,Kaos Studios,T
MX 2002 Featuring Ricky Carmichael,PS2,2001,Racing,THQ,0.27,0.21,0,0.07,76,17,8.3,9,Pacific Coast Power & Light,E
NCAA Football 07,XB,2006,Sports,Electronic Arts,0.42,0.12,0,0.01,88,20,6.9,10,EA Sports,E
Lunar: Silver Star Story Complete,PS,1998,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,78,15,9.1,35,Game Arts,T
Harvest Moon: The Tale of Two Towns,DS,2010,Simulation,Natsume,0.25,0.05,0.22,0.03,68,6,7.5,13,Marvelous Entertainment,E
No More Heroes,Wii,2007,Action,Rising Star Games,0.29,0.17,0.04,0.05,83,64,8.4,259,Grasshopper Manufacture,M
NBA Showtime: NBA on NBC,PS,1999,Sports,Midway Games,0.31,0.21,0,0.04,,,,,,
God of War: Origins Collection,PS3,2011,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,84,58,8.4,208,Ready at Dawn,M
Dora The Explorer: Dora Saves the Snow Princess,Wii,2008,Platform,Take-Two Interactive,0.49,0.02,0,0.04,47,4,7,5,High Voltage Software,E
Soul Reaver 2,PS2,2001,Action,Eidos Interactive,0.27,0.21,0,0.07,80,22,8.5,35,Crystal Dynamics,M
Metal Gear Solid 3: Subsistence,PS2,2005,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,94,53,9.3,439,Aspect,M
The Godfather (old US sales),XB,2006,Action,Electronic Arts,0.42,0.11,0,0.02,,,,,,
Enslaved: Odyssey to the West,PS3,2010,Action,Namco Bandai Games,0.24,0.22,0.01,0.09,80,53,7.4,312,Ninja Theory,T
Daytona USA,SAT,1994,Racing,Sega,0,0,0.55,0,,,,,,
WWF Raw,XB,2002,Fighting,THQ,0.4,0.13,0,0.02,68,33,6.6,15,Anchor,T
Shin Super Robot Taisen,PS,1996,Role-Playing,Banpresto,0,0,0.52,0.04,,,,,,
Jump Super Stars,DS,2005,Fighting,Nintendo,0,0,0.55,0,,,,,,
Guitar Hero Live,XOne,2015,Misc,Activision,0.3,0.2,0,0.05,81,21,5.1,69,FreeStyleGames,T
The Activision Decathlon,2600,1982,Sports,Activision,0.52,0.03,0,0.01,,,,,,
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001,Shooter,D3Publisher,0.31,0.21,0,0.04,,,,,,
Fighting Force 2,PS,1999,Action,Eidos Interactive,0.31,0.21,0,0.04,,,,,,
Sakura Wars,SAT,1996,Adventure,Sega,0,0,0.55,0,,,,,,
Catz,DS,2006,Simulation,Ubisoft,0.49,0.02,0,0.04,,,5.3,16,Powerhead Games,E
Extermination,PS2,2001,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,67,19,7.8,19,Deep Space,M
Batman: Vengeance,PS2,2001,Adventure,Ubisoft,0.27,0.21,0,0.07,68,19,6.7,12,Ubisoft,T
Ratchet & Clank: Quest for Booty,PS3,2008,Platform,Sony Computer Entertainment,0,0.52,0,0.04,,,,,,
Derby Stallion 04,PS2,2004,Sports,Enterbrain,0,0,0.55,0,,,,,,
Rapala Tournament Fishing!,Wii,2006,Sports,Activision,0.51,0,0,0.04,,,,,,
Hot Shots Golf: World Invitational,PSV,2011,Sports,Sony Computer Entertainment,0.15,0.11,0.25,0.05,76,55,8.1,77,Clap Hanz,E
Tony Hawk's Pro Skater 3,XB,2002,Sports,Activision,0.34,0.18,0,0.02,93,22,8.4,17,Neversoft Entertainment,T
Mega Man Zero,GBA,2002,Platform,Capcom,0.22,0.08,0.24,0.01,82,17,8.9,31,Inti,E
Contender 2,PS,2000,Fighting,3DO,0.31,0.21,0,0.04,,,,,Bam Entertainment,T
Resident Evil: Revelations 2,PS4,2015,Action,Capcom,0.13,0.24,0.1,0.07,75,30,7.7,284,Capcom,M
Star Wars: Dark Forces,PS,1996,Shooter,LucasArts,0.31,0.21,0,0.04,,,,,,
LEGO Dimensions,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.17,0.3,0,0.09,,,6.4,18,,
NBA 2K8,PS3,2007,Sports,Take-Two Interactive,0.5,0.01,0,0.05,81,18,6.8,19,Visual Concepts,E
Rayman Origins,Wii,2011,Platform,Ubisoft,0.21,0.27,0,0.06,92,13,8.3,127,UBlart Montpellier,E10+
The Amazing Spider-Man 2 (2014),PS4,2014,Action,Activision,0.2,0.25,0.02,0.09,,,,,,
SD Gundam G Generation Zero,PS,1999,Strategy,Namco Bandai Games,0,0,0.51,0.04,,,,,,
Assassin's Creed: Unity,PC,2014,Action,Ubisoft,0.18,0.33,0,0.04,70,10,3,1463,"Ubisoft, Ubisoft Montreal",M
MX vs. ATV: Alive,X360,2011,Racing,THQ,0.37,0.13,0,0.04,63,43,7.2,24,THQ Digital Studio Phoenix,E
Super Robot Taisen F,SAT,1997,Strategy,Banpresto,0,0,0.55,0,,,,,,
Shrek 2,XB,2004,Platform,Activision,0.4,0.13,0,0.02,72,31,8.4,5,"Luxoflux, Inc.",E
Purr Pals,DS,2007,Simulation,THQ,0.18,0.35,0,0.02,67,4,6.8,6,Brain Toys,E
Assassin's Creed II,PC,2010,Action,Ubisoft,0.01,0.45,0,0.09,86,22,6.9,1611,Ubisoft Montreal,M
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002,Sports,Sega,0,0,0.55,0,,,,,,
Secret Agent Clank(US sales),PSP,2008,Platform,Sony Computer Entertainment,0.33,0.22,0,0,,,,,,
SpongeBob SquarePants: SuperSponge,GBA,2001,Action,THQ,0.39,0.15,0,0.01,,,,,,
Super Robot Taisen F Kanketsuhen,SAT,1998,Strategy,Banpresto,0,0,0.55,0,,,,,,
Tak and the Power of Juju,GBA,2003,Platform,THQ,0.39,0.15,0,0.01,79,28,9.2,19,Avalanche Software,E
Madagascar: Escape 2 Africa,Wii,2008,Action,Activision,0.31,0.18,0,0.05,,,,,,
Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios,0.15,0.34,0,0.06,70,22,7.6,7,iNiS,T
Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,,,,,,
Star Wars Battlefront (2015),PC,2015,Shooter,Electronic Arts,0.13,0.38,0,0.04,,,,,,
Turok: Evolution,XB,2002,Shooter,Acclaim Entertainment,0.39,0.14,0,0.02,68,25,6.7,9,Acclaim,M
Grease,Wii,2010,Misc,505 Games,0.26,0.24,0,0.05,,,,,,
Jak X: Combat Racing,PS2,2005,Racing,Sony Computer Entertainment,0.45,0.02,0,0.07,76,46,7.7,63,Naughty Dog,T
Donkey Kong Jungle Climber,DS,2007,Platform,Nintendo,0.25,0.03,0.24,0.03,,,,,,
American Idol,PS2,2003,Misc,Codemasters,0.27,0.21,0,0.07,41,14,4.8,12,Hothouse Creations,E
Top Gun: Fire at Will!,PS,1996,Misc,Microprose,0.3,0.21,0,0.04,,,,,,
Barbie Horse Adventures: Riding Camp,DS,2008,Sports,Activision,0.5,0,0,0.04,,,,,Activision,E
Red Dead Revolver,XB,2004,Shooter,Take-Two Interactive,0.4,0.12,0,0.02,74,61,8.5,26,Rockstar San Diego,M
CrossworDS,DS,2008,Puzzle,Deep Silver,0.5,0,0,0.04,67,19,6.8,6,Nuevo Retro Games,E
Viva Pinata: Pocket Paradise,DS,2008,Simulation,THQ,0.26,0.23,0,0.06,82,34,7.1,15,Rare Ltd.,E
Petz Catz Clan,DS,2008,Simulation,Ubisoft,0.47,0.03,0,0.04,,,,,Digital Kids,E
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010,Simulation,Activision,0.4,0.1,0,0.04,,,,,Activision,E
Sly Cooper: Thieves in Time,PS3,2013,Platform,Sony Computer Entertainment Europe,0.35,0.12,0,0.08,75,69,8.3,343,Sanzaru Games,E10+
Iron Man,PS2,2008,Action,Sega,0.36,0,0,0.19,47,8,5.6,15,Artificial Mind and Movement,T
SingStar Summer Party,PS2,2008,Misc,Sony Computer Entertainment,0,0.06,0,0.48,,,,,,
Spec Ops: The Line,PS3,2012,Shooter,Take-Two Interactive,0.19,0.23,0.04,0.08,77,27,8,350,Yager,M
The SpongeBob SquarePants Movie,XB,2004,Platform,THQ,0.4,0.12,0,0.02,74,14,8.5,8,Heavy Iron Studios,E
NHL 14,PS3,2013,Sports,Electronic Arts,0.28,0.17,0,0.09,80,22,6,79,Electronic Arts,E10+
F1 2013,PS3,2013,Racing,Codemasters,0.01,0.42,0.03,0.09,77,22,6.3,40,Codemasters Birmingham,E
FIFA Soccer 07,XB,2006,Sports,Electronic Arts,0.16,0.35,0,0.04,,,,,,
Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000,Sports,SquareSoft,0,0,0.54,0,,,,,,
Legends of WrestleMania,PS3,2009,Fighting,THQ,0.3,0.16,0,0.07,70,43,6.5,19,Yuke's,T
Are You Smarter than a 5th Grader? Make the Grade,Wii,2008,Misc,THQ,0.5,0,0,0.04,,,,,THQ,E
Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.49,0.02,0,0.04,80,45,7.8,26,EA Salt Lake,E
Medarot 2: Kabuto / Kuwagata Version,GB,1999,Role-Playing,Imagineer,0,0,0.54,0,,,,,,
Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,0.42,0.11,0,0.02,82,24,8.8,10,Konami Computer Entertainment Hawaii,E
Crash Tag Team Racing,PS2,2005,Racing,Vivendi Games,0.27,0.21,0,0.07,66,21,7,49,Radical Entertainment,E10+
Front Mission 4,PS2,2003,Strategy,Square Enix,0.14,0.11,0.25,0.04,75,39,8.6,22,Square Enix,T
The Fairly Odd Parents: Breakin' Da Rules,GBA,2003,Platform,THQ,0.39,0.14,0,0.01,,,,,,
Rayman Origins,PSV,2012,Platform,Ubisoft,0.12,0.33,0,0.09,88,54,8.4,298,UBlart Montpellier,E10+
Ninokuni: Shikkoku no Madoushi,DS,2010,Role-Playing,Level 5,0,0,0.54,0,,,,,,
F.E.A.R.,PS3,2007,Shooter,Vivendi Games,0.18,0.26,0,0.1,72,31,7.4,64,Day 1 Studios,M
Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,0.3,0.19,0,0.05,82,72,7.8,295,Ninja Theory,T
SRS: Street Racing Syndicate,PS2,2004,Racing,Namco Bandai Games,0.26,0.21,0,0.07,,,,,,
Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,0.26,0.08,0.13,0.07,70,21,8.1,19,Dimps Corporation,T
Tiger Woods PGA Tour 13,PS3,2012,Sports,Electronic Arts,0.24,0.21,0,0.08,75,14,5.7,9,Electronic Arts,E
Dynasty Warriors: Gundam 3,PS3,2010,Action,Tecmo Koei,0.11,0.04,0.36,0.02,58,18,7.5,20,"Omega Force, Koei Tecmo Games",T
Def Jam: Fight for NY,XB,2005,Fighting,Electronic Arts,0.43,0.1,0,0.02,84,33,8.5,13,Aki Corp.,M
Action Force,2600,1982,Action,CPG Products,0.5,0.03,0,0.01,,,,,,
FIFA 99,N64,1998,Sports,Electronic Arts,0.11,0.39,0,0.03,,,,,,
Gauntlet Legends,N64,1999,Action,Midway Games,0.43,0.1,0,0.01,,,,,,
Kidou Senshi Gundam: Extreme VS,PS3,2011,Fighting,Namco Bandai Games,0,0,0.54,0,,,,,,
System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008,Racing,System 3 Arcade Software,0.07,0.4,0,0.07,,,,,,
Tony Hawk: Shred,Wii,2010,Sports,Activision,0.39,0.11,0,0.04,,,7,7,Robomodo,E
Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0.23,0.25,0,0.06,84,29,8.3,23,EA Sports,E
NBA Live 10,PS3,2009,Sports,Electronic Arts,0.46,0.02,0.01,0.05,81,32,7.5,25,EA Canada,E
Metro 2033,X360,2010,Shooter,THQ,0.22,0.23,0.03,0.05,77,83,7.9,351,4A Games,M
Bust A Groove,PS,1998,Misc,Sony Computer Entertainment,0.09,0.06,0.35,0.04,,,,,,
Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,0.29,0.08,0.16,0.01,85,42,8.9,141,Intelligent Systems,T
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002,Role-Playing,Enix Corporation,0,0,0.54,0,,,,,,
Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,0.26,0.04,0.22,0.03,78,57,8.6,102,Cing,T
Final Fantasy Explorers,3DS,2014,Role-Playing,Square Enix,0.16,0.07,0.28,0.02,69,57,7,87,Racjin,E10+
Pachi-Slot Aruze Oukoku 2,PS,1999,Misc,Aruze Corp,0,0,0.5,0.04,,,,,,
Bratz: Rock Angelz,GBA,2004,Misc,THQ,0.39,0.14,0,0.01,,,,,Altron,E
SSX Tricky,GC,2001,Sports,Electronic Arts,0.42,0.11,0,0.01,87,20,8.6,18,EA Sports Big,E
Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,0.46,0.06,0,0.02,74,11,9.2,42,WXP,T
World Soccer Winning Eleven 7 International (JP version),PS2,2004,Sports,Konami Digital Entertainment,0,0,0.54,0,,,,,,
ESPN NBA Basketball,PS2,2003,Sports,Sega,0.26,0.21,0,0.07,89,18,8.4,38,Visual Concepts,E
Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,55,24,5.8,52,Spike,T
Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,0.29,0.16,0.04,0.05,71,56,7.3,64,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
Two Worlds II,X360,2011,Role-Playing,Unknown,0.4,0.07,0.03,0.03,67,50,6.6,140,Reality Pump,M
Over the Hedge,PS2,2006,Platform,Activision,0.45,0.02,0,0.07,58,29,8.6,10,Edge of Reality,E10+
Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,0.3,0.2,0,0.04,80,15,8.6,16,Shaba Games,E
Phineas and Ferb: Across the 2nd Dimension,DS,2011,Action,Disney Interactive Studios,0.31,0.18,0,0.05,47,5,,,Altron,E
50 Classic Games,DS,2009,Misc,Destineer,0.5,0,0,0.04,,,,,Cerasus Media,E
Let's Draw!,DS,2008,Misc,Ubisoft,0.24,0.23,0,0.06,,,,,,
NHL 14,X360,2013,Sports,Electronic Arts,0.4,0.09,0,0.05,81,30,5.9,92,Electronic Arts,E10+
Popeye,2600,1982,Platform,Parker Bros.,0.5,0.03,0,0.01,,,,,,
Petz Nursery,DS,2009,Simulation,Ubisoft,0.5,0,0,0.04,,,,,Digital Kids,E
The Hobbit,PS2,2003,Platform,Vivendi Games,0.26,0.2,0,0.07,59,17,8.6,14,Inevitable Entertainment,E
War of the Monsters,PS2,2003,Fighting,Sony Computer Entertainment,0.26,0.2,0,0.07,80,41,8.9,68,Incognito Inc.,T
Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,0.22,0.27,0,0.05,41,8,5,11,Electronic Arts,T
NBA Street Vol. 2,GC,2005,Sports,Electronic Arts,0.41,0.11,0,0.01,88,16,8.1,7,Electronic Arts,E
The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,0.26,0.2,0,0.07,83,41,8.7,38,Radical Entertainment,T
Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,58,49,5.9,15,Nex Entertainment,T
Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,0.48,0.01,0,0.04,46,7,4.6,7,Destineer,E
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998,Adventure,Sega,0,0,0.53,0,,,,,,
Time Crisis II,PS2,2001,Shooter,Namco Bandai Games,0.26,0.2,0,0.07,81,21,7.9,20,Namco,T
Inazuma Eleven GO,3DS,2011,Role-Playing,Nintendo,0,0.05,0.48,0,,,,,,
Clock Tower,PS,1996,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,,,,,,
NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,0.45,0.02,0,0.07,78,19,9.1,13,EA Canada,E
LEGO Dimensions,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.18,0,0.05,62,5,6.5,29,Traveller's Tales,E10+
Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,0.12,0.15,0.18,0.09,83,54,8.1,67,Sega,T
Jampack Volume 11,PS2,2004,Misc,Sony Computer Entertainment,0.26,0.2,0,0.07,,,,,,
Monster High: Ghoul Spirit,Wii,2011,Misc,THQ,0.42,0.07,0,0.04,,,,,THQ,E
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.3,0.15,0.03,0.05,85,62,8.8,85,Eighting,T
Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,0.35,0.01,0.14,0.03,78,26,8.1,52,Neverland,E
Legacy of Kain: Defiance,PS2,2003,Action,Eidos Interactive,0.26,0.2,0,0.07,75,34,9.3,49,Crystal Dynamics,M
SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004,Misc,2005,0.38,0.14,0,0.01,,,,,,
NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,0.44,0.02,0,0.07,78,19,8.3,13,EA Canada,E
007 Racing,PS,2000,Racing,Electronic Arts,0.3,0.2,0,0.03,51,16,4.6,14,Eutechnyx,T
Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,87,49,8.8,102,Square Enix,T
Conflict: Vietnam,PS2,2004,Shooter,SCi,0.26,0.2,0,0.07,58,24,8.1,21,Pivotal Games,M
Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,82,62,8.3,288,Vanillaware,T
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004,Misc,Sega,0.4,0.11,0,0.02,,,,,,
MLB SlugFest 20-04,PS2,2003,Sports,Midway Games,0.26,0.2,0,0.07,78,23,8.3,8,Midway,E
Gex 3: Deep Cover Gecko,PS,1999,Platform,Eidos Interactive,0.3,0.2,0,0.03,,,,,,
NASCAR 09,PS2,2008,Racing,Electronic Arts,0.26,0.2,0,0.07,,,7.9,8,EA Tiburon,E
Blitz: The League,XB,2004,Sports,Midway Games,0.4,0.11,0,0.02,78,30,7.7,14,Midway,M
Manhunt 2,Wii,2007,Action,Take-Two Interactive,0.25,0.23,0,0.06,62,38,7.1,46,Rockstar Toronto,M
Just Dance 2015,XOne,2014,Misc,Ubisoft,0.35,0.13,0,0.05,70,17,7.5,20,Ubisoft,E10+
Jampack Vol. 2,PS,1996,Misc,Sony Computer Entertainment,0.3,0.2,0,0.03,,,,,,
The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.13,0,0.05,69,18,6.9,49,TT Games,E10+
Virtual Soccer,SNES,1993,Sports,Hudson Soft,0,0,0.53,0,,,,,,
Overwatch,PC,2016,Shooter,Activision,0.25,0.24,0,0.04,91,62,6.8,4052,Blizzard Entertainment,T
Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994,Strategy,Tecmo Koei,0,0,0.53,0,,,,,,
Monster Jam: Path of Destruction,Wii,2010,Racing,Activision,0.48,0.02,0,0.03,,,,,Virtuos,E
Winning Post,SNES,1993,Sports,Tecmo Koei,0,0,0.53,0,,,,,,
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,Ubisoft,0.34,0.17,0,0.02,82,43,8.5,11,Ubisoft Montpellier,T
Burnout Revenge,XB,2005,Racing,Electronic Arts,0.32,0.19,0,0.01,89,65,8.4,66,Criterion Games,E10+
Medal of Honor: European Assault,XB,2005,Shooter,Electronic Arts,0.32,0.19,0,0.02,72,42,7,15,EA LA,T
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004,Platform,Electronic Arts,0.26,0.2,0,0.07,71,24,8.2,22,Krome Studios,E
The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,Universal Interactive,0.31,0.19,0,0.03,59,23,6.6,10,WXP,T
NBA 06,PS2,2005,Sports,Sony Computer Entertainment,0.26,0.2,0,0.07,63,26,6.3,27,SCEA Sports Studio,E
Inazuma Eleven,DS,2008,Role-Playing,Nintendo,0,0.13,0.38,0.02,,,,,,
Excite Truck,Wii,2006,Racing,Nintendo,0.39,0.03,0.08,0.04,72,57,8.4,83,Monster Games Inc.,E
Phoenix Wright: Ace Attorney - Justice for All,DS,2006,Adventure,Capcom,0.21,0.04,0.26,0.03,,,,,,
Spider-Man,N64,2000,Action,Activision,0.43,0.09,0,0.01,,,,,,
Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0,69,13,7.6,9,Konami,E10+
Hello Kitty: Big City Dreams,DS,2008,Puzzle,Empire Interactive,0.42,0.07,0,0.04,,,,,Human Soft,E
X-Men Legends,GC,2004,Role-Playing,Activision,0.41,0.11,0,0.01,81,36,8.5,11,Raven Software,T
Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016,Action,Nintendo,0.05,0.21,0.25,0.02,,,,,,
G-Force,DS,2009,Action,Disney Interactive Studios,0.26,0.21,0,0.05,,,9,5,Keen Games,E10+
Front Mission 2,PS,1997,Strategy,SquareSoft,0,0,0.49,0.03,,,,,,
StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,0.19,0.29,0,0.04,88,62,8.3,833,Blizzard Entertainment,T
Jewel Master Egypt,DS,2009,Puzzle,Rondomedia,0.21,0.27,0,0.05,56,9,,,Storm City Games,E
ModNation Racers,PSP,2010,Racing,Sony Computer Entertainment,0.11,0.26,0.02,0.14,73,22,7.7,22,SCEA San Diego Studios,E
LEGO Dimensions,X360,2015,Action,Warner Bros. Interactive Entertainment,0.26,0.23,0,0.04,,,6.1,18,,
WWE SmackDown vs. Raw 2010,DS,2009,Fighting,THQ,0.35,0.13,0,0.05,75,7,8.3,4,Yuke's,T
Are You Smarter Than A 5th Grader?,DS,2007,Misc,Mindscape,0.48,0,0,0.04,,,,,ValuSoft,E
Oni,PS2,2001,Action,Take-Two Interactive,0.26,0.2,0,0.07,69,24,7.8,22,Rockstar Toronto,T
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,Ubisoft,0.35,0.09,0,0.08,61,12,6.4,9,"High Voltage Software, Ubisoft Paris",T
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,0.49,0,0,0.04,47,5,5.4,10,Incinerator Games,E
Terminator Salvation,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.28,0.01,0.1,43,41,3.9,70,GRIN,T
How to Train Your Dragon,DS,2010,Action,Activision,0.31,0.17,0,0.05,60,8,,,Griptonite Games,E10+
The Lord of the Rings: The Two Towers,GC,2002,Action,Electronic Arts,0.41,0.11,0,0.01,82,13,8.7,23,Stormfront Studios,T
Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0,0.09,91,27,8.6,1847,Rocksteady Studios,T
Juiced,PS2,2005,Racing,THQ,0.26,0.2,0,0.07,68,36,7.7,24,Juice Games,T
The Warriors,PS2,2005,Action,Take-Two Interactive,0.44,0.02,0,0.07,84,52,8.5,72,Rockstar Toronto,M
J-League Soccer: Prime Goal 2,SNES,1994,Sports,Namco Bandai Games,0,0,0.53,0,,,,,,
Star Fox Command,DS,2006,Shooter,Nintendo,0.38,0.01,0.1,0.04,76,56,7.3,56,Q-Games,E10+
Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,0.36,0.12,0,0.05,,,5.1,235,BioWare,M
Wayne Gretzky's 3D Hockey,N64,1996,Sports,Nintendo,0.49,0.03,0,0,,,,,,
NASCAR 2000,N64,1999,Racing,Electronic Arts,0.49,0.03,0,0,,,,,,
Pachi-Slot Aruze Oukoku 4,PS,2000,Misc,Aruze Corp,0,0,0.49,0.03,,,,,,
Bulletstorm,PS3,2011,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,83,57,7.7,288,"Epic Games, People Can Fly",M
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003,Shooter,Activision,0.26,0.2,0,0.07,66,21,8,23,Raster,M
Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo,0.24,0.09,0.19,0.01,81,21,8,25,Camelot Software Planning,E
Seaman,DC,1999,Simulation,Sega,0,0,0.52,0,82,24,8.4,16,Vivarium,T
The Grinch,PS,1999,Adventure,Konami Digital Entertainment,0.29,0.2,0,0.03,55,8,,,VU Games,E
Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,0.21,0.12,0.13,0.07,,,7.2,6,Namco Bandai Games,T
Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,0.25,0.19,0,0.08,66,11,8.4,16,Ubisoft Montreal,E10+
Tales of Destiny,PS2,2006,Role-Playing,Namco Bandai Games,0,0,0.52,0,,,,,,
Stuntman: Ignition,PS3,2007,Racing,THQ,0.17,0.26,0,0.1,76,18,6.2,12,Paradigm Entertainment,T
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010,Simulation,Electronic Arts,0.49,0,0,0.03,,,,,,
